Rank,Model,17914401175772326,66682662312253625,28374437855144739,28809886765682162,2589887561569709,43009306066217458,7395271748414592,15521712617204216,15949743338644220,42599305106713939,18063426072758458,59921975187856916,13243992182070788,34213522001938649,49188729526980541,59266699437480384,60610861509165508,Sharpe Ratio
8,HRP-CVaR-Single-Pearson,0.08104512453043543,0.012843264401084324,0.10535524402495951,0.017454431813540394,0.026195916044330907,0.27259561294679163,0.060143355235124006,0.05383072474810635,0.04599144987106296,0.04097704506723029,0.020251754136588113,0.022259501976609593,0.05679902795495424,0.017884269931571665,0.09867467208694547,0.042245581327195435,0.025453023903469693,4.94
1,HRP-CVaR-Single-Kendall,0.04381246333856639,0.009881768774206852,0.11884047263184466,0.01686019197343343,0.021727670739721257,0.4277563947589657,0.05019645836108168,0.03912424250472576,0.032918043149296854,0.026657236969690055,0.015958549683733485,0.01707778827620159,0.04935222096897954,0.015025564603124611,0.06542172280665161,0.02883483077252245,0.020554379687254116,6.55
4,HRP-CVaR-Complete-Pearson,0.05164238379968389,0.012090462396183915,0.14036687025637304,0.018517876778260174,0.02161171273491676,0.256617547126075,0.06096787950521184,0.058660135113728966,0.062100638422878225,0.0415388123321647,0.017015232476278966,0.022790365449047494,0.05044602130450529,0.011855244267324335,0.1075272462707599,0.045430646078815105,0.02082092568779243,5.84
3,HRP-CVaR-Complete-Kendall,0.048503454284981345,0.01083829455288626,0.10146802222009936,0.016695244402338317,0.019261116409325412,0.36522570473656835,0.042626249605335585,0.03888315419656927,0.0363885831342165,0.0323032113339268,0.024501306368910503,0.027939101944146814,0.04737980914462053,0.010565809507776676,0.12229990738759323,0.03162595648978955,0.023495074280915445,6.31
5,HRP-CVaR-Average-Pearson,0.04085927007393685,0.015093318875998683,0.09927812079154665,0.007683517544737555,0.018653291871144884,0.32035255071575686,0.04108050367327705,0.06489594719731125,0.06530489674804837,0.03189473464027321,0.014420640231598078,0.009456277027629583,0.07254684811754411,0.00976452148215194,0.11895783197107483,0.049127534460606845,0.020630194577363252,5.79
7,HRP-CVaR-Average-Kendall,0.05063136928499502,0.0128042081250353,0.08886117324864556,0.033392968501431794,0.02513558296515719,0.3198484006424846,0.04208955686539938,0.038393589509168116,0.0359304267501687,0.0318964924890821,0.02196782880950113,0.02446782073750337,0.09774604956394402,0.010944356298859021,0.10965388491764566,0.037362458371343936,0.01887383291963509,5.34
6,HRP-CVaR-Ward-Pearson,0.059416831461342474,0.011488762314777903,0.133381301425968,0.01807331352227796,0.025456040213618355,0.2438465881721225,0.056230219828828955,0.062096805172126644,0.059010106566445265,0.03831093631305351,0.019679764846737068,0.02163080598108414,0.06234248044627942,0.017380171186152444,0.10375202076383076,0.04316972151297065,0.024734130272383956,5.50
2,HRP-CVaR-Ward-Kendall,0.04022010456577593,0.007032733714883041,0.10932978946752983,0.016014106294553018,0.01996698468670415,0.3935234819139863,0.04810220040545525,0.0523106041954451,0.04401267898959213,0.03670253890170876,0.01557875557125489,0.02549629683022877,0.06064027940704759,0.013068232884402268,0.07776239906930102,0.020521395629715302,0.01971741747241669,6.46
9,DistributionallyRobustCVaR-Factor-Model,0.06521285607372407,1.1111412483365279e-11,0.06521285621956097,0.06521285621586148,0.021807161700289346,0.06521285621684673,0.06521285615734633,0.06521285619771655,0.06521285615537842,0.0652128519977091,0.06521285617687184,0.06521285619890699,0.0652128561668311,0.06521285607436687,0.06521285620403802,0.06521285621586148,0.06521285601757933,3.65
10,EqualWeighted,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,3.46
